Character,Game,Relation,Role
Jimmy T,Game & Wario,CHARACTER_IN,Minigame host
Jimmy T,Super Smash Bros. for Wii U,CHARACTER_IN,Trophy
Jimmy T,Nintendo Badge Arcade,CHARACTER_IN,Badge cameo
Jimmy T,Rhythm Heaven Megamix,CHARACTER_IN,Wario... Where? host
Jimmy T,WarioWare Gold,CHARACTER_IN,Microgame host
Jimmy T,Super Smash Bros. Ultimate,CHARACTER_IN,Spirit
Jimmy T,WarioWare: Get It Together!,CHARACTER_IN,"Microgame host, unlockable playable character"
Jimmy T,Tetris 99,CHARACTER_IN,Cameo
Jimmy T,WarioWare: Move It!,CHARACTER_IN,"Microgame host, playable character"
Kamek,Super Mario World 2: Yoshi's Island,CHARACTER_IN,Main antagonist
Kamek,Tetris Attack,CHARACTER_IN,"Secondary antagonist, boss"
Kamek,Mario Kart: Super Circuit,CHARACTER_IN,Non-playable character
Kamek,Yoshi's Island: Super Mario Advance 3,CHARACTER_IN,Main antagonist
Kamek,Mario Party 5,CHARACTER_IN,Non-playable character
Kamek,Mario Kart: Double Dash!!,CHARACTER_IN,Cameo
Kamek,Mario Party 6,CHARACTER_IN,Non-playable character
Kamek,Yoshi Touch & Go,CHARACTER_IN,Main antagonist
Kamek,Mario Party Advance,CHARACTER_IN,Non-playable character
Kamek,Mario Party 7,CHARACTER_IN,Non-playable character
Kamek,Mario & Luigi: Partners in Time,CHARACTER_IN,"Minor antagonist, boss"
Kamek,Mario Kart DS,CHARACTER_IN,Cameo
Kamek,Yoshi's Island DS,CHARACTER_IN,Main antagonist
Kamek,Mario Party DS,CHARACTER_IN,"Major antagonist, boss"
Kamek,Mario Party 8,CHARACTER_IN,Non-playable character
Kamek,Super Mario Galaxy,CHARACTER_IN,Minor antagonist
Kamek,Mario & Luigi: Bowser's Inside Story,CHARACTER_IN,Non-playable character
Kamek,New Super Mario Bros. Wii,CHARACTER_IN,"Major antagonist, boss"
Kamek,Mario & Sonic at the London 2012 Olympic Games,CHARACTER_IN,"Non-playable character, rival"
Kamek,Mario & Sonic at the London 2012 Olympic Games,CHARACTER_IN,"Non-playable character, rival"
Kamek,Mario Party 9,CHARACTER_IN,Unlockable playable character
Kamek,New Super Mario Bros. U,CHARACTER_IN,"Major antagonist, boss"
Kamek,Paper Mario: Sticker Star,CHARACTER_IN,"Secondary antagonist, boss"
Kamek,Mario & Luigi: Dream Team,CHARACTER_IN,"Secondary antagonist, boss"
Kamek,Mario & Sonic at the Sochi 2014 Olympic Winter Games,CHARACTER_IN,"Non-playable character, Rival"
Kamek,Mario Party: Island Tour,CHARACTER_IN,Non-playable character
Kamek,Yoshi's New Island,CHARACTER_IN,"Main antagonist, boss"
Kamek,Mario Party 10,CHARACTER_IN,Boss
Kamek,Yoshi's Woolly World,CHARACTER_IN,Main antagonist
Kamek,Mario & Luigi: Paper Jam,CHARACTER_IN,"Major antagonist, boss"
Kamek,Mario Party: Star Rush,CHARACTER_IN,Boss
Kamek,Paper Mario: Color Splash,CHARACTER_IN,"Minor antagonist, boss"
Kamek,Mario Kart 8 Deluxe,CHARACTER_IN,Playable character
Kamek,Poochy & Yoshi's Woolly World,CHARACTER_IN,Main antagonist
Kamek,Mario & Luigi: Superstar Saga + Bowser's Minions,CHARACTER_IN,Non-playable character
Kamek,Mario Party: The Top 100,CHARACTER_IN,Non-playable character
Kamek,Super Mario Party,CHARACTER_IN,Non-playable character/host
Kamek,Mario Tennis Aces,CHARACTER_IN,"Playable character/DLC, May 1 2019"
Kamek,New Super Mario Bros. U Deluxe,CHARACTER_IN,"Major antagonist, boss"
Kamek,Yoshi's Crafted World,CHARACTER_IN,"Main antagonist, secret boss"
Kamek,Mario Kart Tour,CHARACTER_IN,Playable character
Kamek,Paper Mario: The Origami King,CHARACTER_IN,Ally
Kamek,The Super Mario Bros. Movie,CHARACTER_IN,Secondary antagonist
Kamek,Super Mario Bros. Wonder,CHARACTER_IN,Minor antagonist
Kamek,Super Mario Party Jamboree,CHARACTER_IN,Non-playable character/host
Kamek,Mario & Luigi: Brothership,CHARACTER_IN,Non-playable character
Kiddy Kong,Donkey Kong Country 3: Dixie Kong's Double Trouble!,CHARACTER_IN,Playable character
Kiddy Kong,Donkey Kong Land III,CHARACTER_IN,Playable character
Kiddy Kong,Donkey Kong GB: Dinky Kong & Dixie Kong (port),CHARACTER_IN,Playable character
Kiddy Kong,Donkey Konga 2,CHARACTER_IN,Cameo (mentioned)
Kiddy Kong,Donkey Kong Country 3 (remake),CHARACTER_IN,Playable character
Kiddy Kong,Super Smash Bros. Ultimate,CHARACTER_IN,Cameo as spirit
King Bob-omb,Super Mario 64,CHARACTER_IN,Boss
King Bob-omb,Mario Party 2,CHARACTER_IN,Non-Playable Character
King Bob-omb,Mario Golf: Toadstool Tour,CHARACTER_IN,Non-Playable Character
King Bob-omb,Mario Party 5,CHARACTER_IN,Non-Playable Character/Cameo
King Bob-omb,Super Mario 64 DS,CHARACTER_IN,Boss
King Bob-omb,Mario Party Advance,CHARACTER_IN,Non-Playable Character
King Bob-omb,Mario Superstar Baseball,CHARACTER_IN,Non-Playable Character
King Bob-omb,Mario Kart DS,CHARACTER_IN,Boss
King Bob-omb,Mario Party 8,CHARACTER_IN,Non-Playable Character
King Bob-omb,Mario Super Sluggers,CHARACTER_IN,Non-Playable Character
King Bob-omb,Mario Party 9,CHARACTER_IN,Boss
King Bob-omb,Mario Kart Arcade GP DX,CHARACTER_IN,Non-Playable Character
King Bob-omb,Mario Party: Island Tour,CHARACTER_IN,Boss
King Bob-omb,Mario Golf: World Tour,CHARACTER_IN,Name mentioned
King Bob-omb,Super Smash Bros. for Nintendo 3DS,CHARACTER_IN,Trophy
King Bob-omb,Mario & Luigi: Paper Jam,CHARACTER_IN,Boss
King Bob-omb,Minecraft: Wii U Edition,CHARACTER_IN,3D pixel art in the Super Mario Mash-Up Pack world
King Bob-omb,Mario Party: Star Rush,CHARACTER_IN,Boss
King Bob-omb,Minecraft: Nintendo Switch Edition,CHARACTER_IN,3D pixel art in the Super Mario Mash-Up Pack world
King Bob-omb,Mario Party: The Top 100,CHARACTER_IN,Non-Playable Character
King Bob-omb,Minecraft: New Nintendo 3DS Edition,CHARACTER_IN,3D pixel art in the Super Mario Mash-Up Pack world
King Bob-omb,Minecraft: Bedrock Edition,CHARACTER_IN,3D pixel art in the Super Mario Mash-Up Pack world
King Bob-omb,Super Mario Party,CHARACTER_IN,Non-Playable Character
King Bob-omb,Super Smash Bros. Ultimate,CHARACTER_IN,Spirit
King Bob-omb,Mario & Luigi: Bowser's Inside Story + Bowser Jr.'s Journey,CHARACTER_IN,Boss
King Bob-omb,Dr. Mario World,CHARACTER_IN,Assistant
King Bob-omb,Mario Kart Tour,CHARACTER_IN,Rival (update) Unlockable playable character (update)
King Bob-omb,Super Mario 3D All-Stars,CHARACTER_IN,Boss
King Bob-omb,Mario Golf: Super Rush,CHARACTER_IN,Playable character
King Bob-omb,Mario Party Superstars,CHARACTER_IN,Cameo
King Boo,Luigi's Mansion,CHARACTER_IN,"Main antagonist, final boss"
King Boo,Mario Kart: Double Dash!!,CHARACTER_IN,Unlockable playable character
King Boo,Super Mario 64 DS,CHARACTER_IN,Boss
King Boo,Mario Superstar Baseball,CHARACTER_IN,Playable character
King Boo,Super Princess Peach,CHARACTER_IN,Boss
King Boo,Mario Kart DS,CHARACTER_IN,Boss
King Boo,Mario Party 8,CHARACTER_IN,Non-playable character
King Boo,Mario Kart Arcade GP 2,CHARACTER_IN,Cameo
King Boo,Mario Kart Wii,CHARACTER_IN,Unlockable playable character
King Boo,Mario Super Sluggers,CHARACTER_IN,Playable character
King Boo,Mario & Sonic at the Olympic Winter Games,CHARACTER_IN,Rival
King Boo,Mario & Sonic at the Olympic Winter Games,CHARACTER_IN,Rival
King Boo,Mario & Sonic at the London 2012 Olympic Games,CHARACTER_IN,Rival
King Boo,Mario & Sonic at the London 2012 Olympic Games,CHARACTER_IN,Rival
King Boo,Mario Party 9,CHARACTER_IN,Boss
King Boo,Luigi's Mansion: Dark Moon,CHARACTER_IN,"Main antagonist, final boss"
King Boo,New Super Luigi U,CHARACTER_IN,Cameo
King Boo,Mario & Sonic at the Sochi 2014 Olympic Winter Games,CHARACTER_IN,Rival
King Boo,Mario Golf: World Tour,CHARACTER_IN,Non-playable character/cameo
King Boo,Super Smash Bros. for Nintendo 3DS,CHARACTER_IN,Trophy
King Boo,Mario Party 10,CHARACTER_IN,Boss
King Boo,Puzzle & Dragons: Super Mario Bros. Edition,CHARACTER_IN,Boss
King Boo,Mario & Luigi: Paper Jam,CHARACTER_IN,Boss
King Boo,Luigi's Mansion Arcade,CHARACTER_IN,"Main antagonist, final boss"
King Boo,Mario Party: Star Rush,CHARACTER_IN,Boss
King Boo,Mario Kart 8 Deluxe,CHARACTER_IN,Playable character
King Boo,Mario Kart Arcade GP DX,CHARACTER_IN,"Playable character (during a limited-time event) Unlockable playable character (for permanent use, through a limited-time event)"
King Boo,Mario + Rabbids Kingdom Battle,CHARACTER_IN,Cameo
King Boo,Mario Tennis Aces (version 2.0.0),CHARACTER_IN,Boss
King Boo,Luigi's Mansion,CHARACTER_IN,"Main antagonist, final boss"
King Boo,Super Smash Bros. Ultimate,CHARACTER_IN,Spirit
King Boo,New Super Mario Bros. U Deluxe,CHARACTER_IN,Cameo
King Boo,Dr. Mario World,CHARACTER_IN,Assistant (update)
King Boo,Mario Kart Tour,CHARACTER_IN,Unlockable playable character (update)
King Boo,Tetris 99,CHARACTER_IN,Cameo in TETRIS x Luigi's Mansion 3 Event
King Boo,Luigi's Mansion 3,CHARACTER_IN,"Main antagonist, final boss"
King Boo,Mario Party Superstars,CHARACTER_IN,Non-playable character
King Boo,Mario Kart Live: Home Circuit (version 2.0.0),CHARACTER_IN,Non-playable character
King Boo,Super Mario Bros. Wonder,CHARACTER_IN,Enemy
King Boo,Luigi's Mansion 2 HD,CHARACTER_IN,"Main antagonist, final boss"
King Boo,Super Mario Run (version 3.2.0),CHARACTER_IN,Cameo
King Boo,Super Mario Party Jamboree,CHARACTER_IN,Cameo
King Boo,Mario Kart World,CHARACTER_IN,Unlockable playable character
King K. Rool,Donkey Kong Country,CHARACTER_IN,"Main antagonist, final boss"
King K. Rool,Donkey Kong Land,CHARACTER_IN,"Main antagonist, final boss"
King K. Rool,Donkey Kong Country 2: Diddy's Kong Quest,CHARACTER_IN,"Main antagonist, final boss"
King K. Rool,Donkey Kong Land 2,CHARACTER_IN,"Main antagonist, final boss"
King K. Rool,Donkey Kong Country 3: Dixie Kong's Double Trouble!,CHARACTER_IN,"Main antagonist, final boss"
King K. Rool,Donkey Kong Land III,CHARACTER_IN,"Main antagonist, final boss"
King K. Rool,Donkey Kong 64,CHARACTER_IN,"Main antagonist, final boss"
King K. Rool,Donkey Kong Country,CHARACTER_IN,"Main antagonist, final boss"
King K. Rool,Super Smash Bros. Melee,CHARACTER_IN,Cameo as a trophy
King K. Rool,Donkey Konga,CHARACTER_IN,Non-playable character
King K. Rool,Donkey Kong Country,CHARACTER_IN,"Main antagonist, final boss"
King K. Rool,Donkey Kong Country 2,CHARACTER_IN,"Main antagonist, final boss"
King K. Rool,DK: King of Swing,CHARACTER_IN,"Main antagonist, final boss, unlockable playable character"
King K. Rool,Donkey Kong Country 3,CHARACTER_IN,"Main antagonist, final boss"
King K. Rool,Donkey Kong Barrel Blast,CHARACTER_IN,Unlockable playable character
King K. Rool,DK: Jungle Climber,CHARACTER_IN,"Main antagonist, final boss"
King K. Rool,Super Smash Bros. Brawl,CHARACTER_IN,Cameo as a trophy and sticker
King K. Rool,Mario Super Sluggers,CHARACTER_IN,Unlockable playable character
King K. Rool,Super Smash Bros. for Nintendo 3DS,CHARACTER_IN,Cameo as a trophy
King K. Rool,Super Smash Bros. for Wii U,CHARACTER_IN,Cameo as a trophy
King K. Rool,Super Smash Bros. Ultimate,CHARACTER_IN,"Unlockable playable character, spirit"
Kirby,Super Smash Bros.,CHARACTER_IN,Playable character
Kirby,Super Smash Bros. Melee,CHARACTER_IN,Playable character
Kirby,Mario & Luigi: Superstar Saga,CHARACTER_IN,Cameo on poster
Kirby,Super Smash Bros. Brawl,CHARACTER_IN,Playable character
Kirby,NES Remix 2,CHARACTER_IN,Playable character
Kirby,NES Remix Pack,CHARACTER_IN,Playable character
Kirby,Mario Kart 8,CHARACTER_IN,Cameo on Mii costume
Kirby,Super Smash Bros. for Nintendo 3DS,CHARACTER_IN,Playable character
Kirby,Ultimate NES Remix,CHARACTER_IN,Playable character
Kirby,Super Smash Bros. for Wii U,CHARACTER_IN,Playable character
Kirby,Super Mario Maker,CHARACTER_IN,Mystery Mushroom costume
Kirby,Mario Kart 8 Deluxe,CHARACTER_IN,Cameo on Mii costume
Kirby,Super Smash Bros. Ultimate,CHARACTER_IN,Playable character
Kirby,Nintendo World Championships: NES Edition,CHARACTER_IN,Playable character
Knuckles the Echidna,Mario & Sonic at the Olympic Games,CHARACTER_IN,Playable character
Knuckles the Echidna,Mario & Sonic at the Olympic Games,CHARACTER_IN,Playable character
Knuckles the Echidna,Super Smash Bros. Brawl,CHARACTER_IN,"Cameo as a trophy, a sticker, and in the Green Hill Zone stage"
Knuckles the Echidna,Mario & Sonic at the Olympic Winter Games,CHARACTER_IN,Playable character
Knuckles the Echidna,Mario & Sonic at the London 2012 Olympic Games,CHARACTER_IN,Playable character
Knuckles the Echidna,Mario & Sonic at the London 2012 Olympic Games,CHARACTER_IN,Playable character
Knuckles the Echidna,Mario & Sonic at the Sochi 2014 Olympic Winter Games,CHARACTER_IN,Playable character
Knuckles the Echidna,Super Smash Bros. for Nintendo 3DS,CHARACTER_IN,"Cameo as a trophy, Mii costume and in the Green Hill Zone stage"
Knuckles the Echidna,Super Smash Bros. for Wii U,CHARACTER_IN,Cameo as a trophy and Mii costume
Knuckles the Echidna,Mario & Sonic at the Rio 2016 Olympic Games,CHARACTER_IN,Playable character
Knuckles the Echidna,Super Smash Bros. Ultimate,CHARACTER_IN,"Cameo as Assist Trophy, Mii costume, spirit, and in the Green Hill Zone stage"
Knuckles the Echidna,Mario & Sonic at the Olympic Games Tokyo 2020,CHARACTER_IN,Playable character
Koopa Kid,Mario Party,CHARACTER_IN,Non-playable character
Koopa Kid,Mario Party 2,CHARACTER_IN,Non-playable character
Koopa Kid,Mario Party 3,CHARACTER_IN,Non-playable character
Koopa Kid,Mario Party 4,CHARACTER_IN,Non-playable character Playable character ( Beach Volley Folley only)
Koopa Kid,Mario Party 5,CHARACTER_IN,Playable character Non-playable character (Story Mode and Card Party only)
Koopa Kid,Mario Party 6,CHARACTER_IN,Playable character
Koopa Kid,Mario Party Advance,CHARACTER_IN,Non-playable character
Koopa Kid,Mario Party 7,CHARACTER_IN,Non-playable character
Koopa Kid,Mario Party: The Top 100,CHARACTER_IN,Box art of previous games
Koopa Kid,Mario Party Superstars,CHARACTER_IN,Box art of previous games
Kritter,Donkey Kong Country,CHARACTER_IN,Enemy
Kritter,Donkey Kong Land,CHARACTER_IN,Enemy
Kritter,Donkey Kong Country 2: Diddy's Kong Quest,CHARACTER_IN,Enemy as Klomp [2]
Kritter,Donkey Kong Land 2,CHARACTER_IN,Enemy as Klomp
Kritter,Donkey Kong Country 3: Dixie Kong's Double Trouble!,CHARACTER_IN,Enemy as Kobble
Kritter,Donkey Kong Land III,CHARACTER_IN,Enemy as Kobble
Kritter,Donkey Kong 64,CHARACTER_IN,Enemy
Kritter,Donkey Kong Country (remake),CHARACTER_IN,Enemy
Kritter,Donkey Kong Coconut Crackers,CHARACTER_IN,Enemy
Kritter,Donkey Kong Country (remake),CHARACTER_IN,Enemy
Kritter,Donkey Kong Country 2 (remake),CHARACTER_IN,Enemy as Klomp
Kritter,Mario Power Tennis,CHARACTER_IN,Non-playable character
Kritter,DK: King of Swing,CHARACTER_IN,Enemy/unlockable playable character
Kritter,Super Mario Strikers,CHARACTER_IN,Goalie
Kritter,Donkey Kong Country 3 (remake),CHARACTER_IN,Enemy as Kobble
Kritter,Mario Strikers Charged,CHARACTER_IN,Goalie
Kritter,Donkey Kong Barrel Blast,CHARACTER_IN,Playable character
Kritter,DK: Jungle Climber,CHARACTER_IN,Enemy
Kritter,Super Smash Bros. Brawl,CHARACTER_IN,Cameo as trophy
Kritter,Mario Super Sluggers,CHARACTER_IN,Unlockable playable character
Kritter,Super Smash Bros. for Nintendo 3DS,CHARACTER_IN,Enemy in Smash Run
Kritter,Super Smash Bros. Ultimate,CHARACTER_IN,Cameo as spirit
Krusha,Donkey Kong Country,CHARACTER_IN,Enemy
Krusha,Donkey Kong Land,CHARACTER_IN,Enemy
Krusha,Donkey Kong Land III,CHARACTER_IN,Name appears in credits as Knocka 's name
Krusha,Donkey Kong 64,CHARACTER_IN,Unlockable playable character (multiplayer only)
Krusha,Donkey Kong Country,CHARACTER_IN,Enemy
Krusha,Donkey Kong Country,CHARACTER_IN,Enemy
Lanky Kong,Donkey Kong 64,CHARACTER_IN,Unlockable playable character
Lanky Kong,Donkey Kong Country 3,CHARACTER_IN,Cameo in minigame
Lanky Kong,Donkey Kong Barrel Blast,CHARACTER_IN,Unlockable playable character
Lanky Kong,Super Smash Bros. Brawl,CHARACTER_IN,Cameo as trophy
Lanky Kong,Super Smash Bros. for Wii U,CHARACTER_IN,Cameo as trophy
Lanky Kong,Super Smash Bros. Ultimate,CHARACTER_IN,Cameo as spirit
Larry Koopa,Super Mario Bros. 3,CHARACTER_IN,Boss
Larry Koopa,Super Mario World,CHARACTER_IN,Boss
Larry Koopa,Mario is Missing!,CHARACTER_IN,Boss
Larry Koopa,Yoshi's Safari,CHARACTER_IN,Boss
Larry Koopa,Super Mario All-Stars,CHARACTER_IN,Boss
Larry Koopa,Super Mario All-Stars + Super Mario World,CHARACTER_IN,Boss
Larry Koopa,Hotel Mario,CHARACTER_IN,Boss
Larry Koopa,Super Mario World: Super Mario Advance 2,CHARACTER_IN,Boss
Larry Koopa,Super Mario Advance 4: Super Mario Bros. 3,CHARACTER_IN,Boss
Larry Koopa,Mario & Luigi: Superstar Saga,CHARACTER_IN,Boss
Larry Koopa,New Super Mario Bros. Wii,CHARACTER_IN,Boss
Larry Koopa,Super Mario All-Stars Limited Edition,CHARACTER_IN,Boss
Larry Koopa,New Super Mario Bros. 2,CHARACTER_IN,Boss
Larry Koopa,New Super Mario Bros. U,CHARACTER_IN,Boss
Larry Koopa,New Super Luigi U,CHARACTER_IN,Boss
Larry Koopa,NES Remix 2,CHARACTER_IN,Boss
Larry Koopa,NES Remix Pack,CHARACTER_IN,Boss
Larry Koopa,Mario Kart 8,CHARACTER_IN,Unlockable playable character
Larry Koopa,Super Smash Bros. for Nintendo 3DS,CHARACTER_IN,Unlockable playable character (palette swap)
Larry Koopa,Ultimate NES Remix,CHARACTER_IN,Boss
Larry Koopa,Super Smash Bros. for Wii U,CHARACTER_IN,Playable character (palette swap)
Larry Koopa,Nintendo Badge Arcade,CHARACTER_IN,Cameo as badge
Larry Koopa,Puzzle & Dragons: Super Mario Bros. Edition,CHARACTER_IN,Boss (playable afterwards)
Larry Koopa,Mario & Luigi: Paper Jam,CHARACTER_IN,Boss
Larry Koopa,Mario & Sonic at the Rio 2016 Olympic Games,CHARACTER_IN,Unlockable playable character
Larry Koopa,Minecraft: Wii U Edition,CHARACTER_IN,Playable skin in the Super Mario Mash-Up Pack
Larry Koopa,Paper Mario: Color Splash,CHARACTER_IN,Boss
Larry Koopa,Mario Kart 8 Deluxe,CHARACTER_IN,Playable character
Larry Koopa,Minecraft: Nintendo Switch Edition,CHARACTER_IN,Playable skin in the Super Mario Mash-Up Pack
Larry Koopa,Mario & Luigi: Superstar Saga + Bowser's Minions,CHARACTER_IN,Ally and boss
Larry Koopa,Minecraft: New Nintendo 3DS Edition,CHARACTER_IN,Playable skin in the Super Mario Mash-Up Pack
Larry Koopa,Minecraft: Bedrock Edition,CHARACTER_IN,Playable skin in the Super Mario Mash-Up Pack
Larry Koopa,Super Smash Bros. Ultimate,CHARACTER_IN,Unlockable playable character (palette swap)
Larry Koopa,Mario & Luigi: Bowser's Inside Story + Bowser Jr.'s Journey,CHARACTER_IN,Ally and enemy
Larry Koopa,New Super Mario Bros. U Deluxe,CHARACTER_IN,Boss
Larry Koopa,Mario Kart Tour,CHARACTER_IN,Unlockable playable character
Larry Koopa,Mario & Sonic at the Olympic Games Tokyo 2020,CHARACTER_IN,Unlockable playable character
Larry Koopa,Dr. Mario World,CHARACTER_IN,Unlockable playable character (update)
Larry Koopa,Super Mario Maker 2 (version 3.0.0),CHARACTER_IN,Enemy
Larry Koopa,Mario Kart Live: Home Circuit,CHARACTER_IN,Non-playable character
Larry Koopa,Nintendo World Championships: NES Edition,CHARACTER_IN,Boss
Lemmy Koopa,Super Mario Bros. 3,CHARACTER_IN,Boss
Lemmy Koopa,Super Mario World,CHARACTER_IN,Boss
Lemmy Koopa,Mario is Missing!,CHARACTER_IN,Mentioned
Lemmy Koopa,Yoshi's Safari,CHARACTER_IN,Boss
Lemmy Koopa,Super Mario All-Stars,CHARACTER_IN,Boss
Lemmy Koopa,Super Mario All-Stars + Super Mario World,CHARACTER_IN,Boss
Lemmy Koopa,Hotel Mario,CHARACTER_IN,Boss
Lemmy Koopa,Super Mario World: Super Mario Advance 2,CHARACTER_IN,Boss
Lemmy Koopa,Super Mario Advance 4: Super Mario Bros. 3,CHARACTER_IN,Boss
Lemmy Koopa,Mario & Luigi: Superstar Saga,CHARACTER_IN,Boss
Lemmy Koopa,New Super Mario Bros. Wii,CHARACTER_IN,Boss
Lemmy Koopa,Super Mario All-Stars Limited Edition,CHARACTER_IN,Boss
Lemmy Koopa,New Super Mario Bros. 2,CHARACTER_IN,Boss
Lemmy Koopa,New Super Mario Bros. U,CHARACTER_IN,Boss
Lemmy Koopa,New Super Luigi U,CHARACTER_IN,Boss
Lemmy Koopa,Mario Kart 8,CHARACTER_IN,Unlockable playable character
Lemmy Koopa,Super Smash Bros. for Nintendo 3DS,CHARACTER_IN,Unlockable playable character (palette swap)
Lemmy Koopa,Super Smash Bros. for Wii U,CHARACTER_IN,Playable character (palette swap)
Lemmy Koopa,Nintendo Badge Arcade,CHARACTER_IN,Cameo as Badge
Lemmy Koopa,Puzzle & Dragons: Super Mario Bros. Edition,CHARACTER_IN,Boss (playable afterwards)
Lemmy Koopa,Mario & Luigi: Paper Jam,CHARACTER_IN,Boss
Lemmy Koopa,Minecraft: Wii U Edition,CHARACTER_IN,Playable skin in the Super Mario Mash-Up Pack
